NoGroupe6|NoCours|NomCours|NumeroLocal|idLocal|TypeDeLocal|DateDebut|HeureDebut|DateFin|HeureFin|NoJour|
000002|410110MA|Comptabilité I|D3672|Lab info - Mathématiques|Laboratoire informatique|2016-10-24|12:00:00|2016-10-30|14:00:00|3|
000002|410110MA|Comptabilité I|D3672|Lab info - Mathématiques|Laboratoire informatique|2016-10-31|12:00:00|2016-11-06|14:00:00|3|
000002|410110MA|Comptabilité I|D3672|Lab info - Mathématiques|Laboratoire informatique|2016-11-07|12:00:00|2016-11-13|14:00:00|3|
000002|410110MA|Comptabilité I|D3672|Lab info - Mathématiques|Laboratoire informatique|2016-11-14|12:00:00|2016-11-20|14:00:00|3|
000002|410110MA|Comptabilité I|D3672|Lab info - Mathématiques|Laboratoire informatique|2016-11-28|12:00:00|2016-12-04|14:00:00|3|
000002|410110MA|Comptabilité I|D3672|Lab info - Mathématiques|Laboratoire informatique|2016-12-05|12:00:00|2016-12-11|14:00:00|3|
000002|410110MA|Comptabilité I|D3672|Lab info - Mathématiques|Laboratoire informatique|2016-12-12|12:00:00|2016-12-18|14:00:00|3|
000002|410110MA|Comptabilité I|D3672|Lab info - Mathématiques|Laboratoire informatique|2016-08-29|12:00:00|2016-09-04|14:00:00|3|
000002|410110MA|Comptabilité I|D3672|Lab info - Mathématiques|Laboratoire informatique|2016-09-05|12:00:00|2016-09-11|14:00:00|3|
000002|410110MA|Comptabilité I|D3672|Lab info - Mathématiques|Laboratoire informatique|2016-09-12|12:00:00|2016-09-18|14:00:00|3|
000002|410110MA|Comptabilité I|D3672|Lab info - Mathématiques|Laboratoire informatique|2016-09-26|12:00:00|2016-10-02|14:00:00|3|
000002|410110MA|Comptabilité I|D3672|Lab info - Mathématiques|Laboratoire informatique|2016-10-03|12:00:00|2016-10-09|14:00:00|3|
000002|410110MA|Comptabilité I|D3672|Lab info - Mathématiques|Laboratoire informatique|2016-10-10|12:00:00|2016-10-16|14:00:00|3|
000002|410110MA|Comptabilité I|D3672|Lab info - Mathématiques|Laboratoire informatique|2016-10-17|12:00:00|2016-10-23|14:00:00|3|
000003|410130MA|Marketing|D3672|Lab info - Mathématiques|Laboratoire informatique|2016-09-19|08:00:00|2016-09-25|10:00:00|5|
000003|410130MA|Marketing|D3672|Lab info - Mathématiques|Laboratoire informatique|2016-09-26|08:00:00|2016-10-02|10:00:00|5|
000003|410130MA|Marketing|D3672|Lab info - Mathématiques|Laboratoire informatique|2016-10-10|08:00:00|2016-10-16|10:00:00|5|
000004|410130MA|Marketing|D3672|Lab info - Mathématiques|Laboratoire informatique|2016-09-26|10:00:00|2016-10-02|12:00:00|1|
000004|410130MA|Marketing|D3672|Lab info - Mathématiques|Laboratoire informatique|2016-10-03|10:00:00|2016-10-09|12:00:00|1|
000010|604101MQ|Langue anglaise et communication|D3672|Lab info - Mathématiques|Laboratoire informatique|2016-11-28|15:00:00|2016-12-04|17:00:00|1|
000010|604101MQ|Langue anglaise et communication|D3672|Lab info - Mathématiques|Laboratoire informatique|2016-11-28|17:00:00|2016-12-04|18:00:00|1|
000002|101802MA|Le corps humain I|D3674|Multimédia - SIN|Classe de multimédia|2016-08-22|10:00:00|2016-12-19|12:00:00|1|
000011|340101MQ|Philosophie et rationalité|D3674|Multimédia - SIN|Classe de multimédia|2016-08-22|08:00:00|2016-12-19|10:00:00|3|
000011|340101MQ|Philosophie et rationalité|D3674|Multimédia - SIN|Classe de multimédia|2016-08-22|14:00:00|2016-12-19|16:00:00|5|
000015|340101MQ|Philosophie et rationalité|D3674|Multimédia - SIN|Classe de multimédia|2016-08-22|08:00:00|2016-12-19|10:00:00|1|
000032|340101MQ|Philosophie et rationalité|D3674|Multimédia - SIN|Classe de multimédia|2016-08-22|14:00:00|2016-12-19|16:00:00|1|
000032|340101MQ|Philosophie et rationalité|D3674|Multimédia - SIN|Classe de multimédia|2016-08-22|10:00:00|2016-12-19|12:00:00|3|
000039|340101MQ|Philosophie et rationalité|D3674|Multimédia - SIN|Classe de multimédia|2016-08-22|12:00:00|2016-12-19|14:00:00|3|
000046|340101MQ|Philosophie et rationalité|D3674|Multimédia - SIN|Classe de multimédia|2016-08-22|12:00:00|2016-12-19|14:00:00|1|
000003|340102MQ|L'être humain|D3674|Multimédia - SIN|Classe de multimédia|2016-08-22|14:00:00|2016-12-19|17:00:00|3|
000003|350914MA|Communication et interactions|D3674|Multimédia - SIN|Classe de multimédia|2016-08-22|08:00:00|2016-12-19|11:00:00|2|
000002|350CC1MA|Psychopathologie et santé mentale|D3674|Multimédia - SIN|Classe de multimédia|2016-08-22|14:00:00|2016-12-19|17:00:00|2|
000004|387960MA|Individu et société|D3674|Multimédia - SIN|Classe de multimédia|2016-08-22|08:00:00|2016-12-19|11:00:00|5|
000001|604P30MA|Anglais adapté, niveau très avancé|D3674|Multimédia - SIN|Classe de multimédia|2016-08-22|08:00:00|2016-12-19|11:00:00|4|
000001|101121MA|Nutriments et physiologie humaine 1|D3704|Multimédia|Classe de multimédia|2016-08-22|08:00:00|2016-12-19|11:00:00|5|
000001|101344MA|Microbiologie alimentaire|D3704|Multimédia|Classe de multimédia|2016-08-22|14:00:00|2016-12-19|16:00:00|2|
000001|101NYA05|Évolution et diversité du vivant|D3704|Multimédia|Classe de multimédia|2016-08-22|10:00:00|2016-12-19|12:00:00|2|
000002|101NYA05|Évolution et diversité du vivant|D3704|Multimédia|Classe de multimédia|2016-08-22|08:00:00|2016-12-19|10:00:00|3|
000003|101NYA05|Évolution et diversité du vivant|D3704|Multimédia|Classe de multimédia|2016-08-22|16:00:00|2016-12-19|18:00:00|4|
000004|101NYA05|Évolution et diversité du vivant|D3704|Multimédia|Classe de multimédia|2016-08-22|15:00:00|2016-12-19|17:00:00|5|
000005|101NYA05|Évolution et diversité du vivant|D3704|Multimédia|Classe de multimédia|2016-08-22|16:00:00|2016-12-19|18:00:00|1|
000006|101NYA05|Évolution et diversité du vivant|D3704|Multimédia|Classe de multimédia|2016-08-22|08:00:00|2016-12-19|10:00:00|4|
000007|101NYA05|Évolution et diversité du vivant|D3704|Multimédia|Classe de multimédia|2016-08-22|16:00:00|2016-12-19|18:00:00|3|
000001|202141MA|Chimie générale et organique|D3704|Multimédia|Classe de multimédia|2016-08-22|14:00:00|2016-12-18|16:00:00|4|
000002|202141MA|Chimie générale et organique|D3704|Multimédia|Classe de multimédia|2016-08-22|12:00:00|2016-12-18|14:00:00|5|
000006|202EEC05|Chimie organique I|D3704|Multimédia|Classe de multimédia|2016-08-22|14:00:00|2016-12-18|16:00:00|3|
000008|202EEC05|Chimie organique I|D3704|Multimédia|Classe de multimédia|2016-08-22|08:00:00|2016-12-18|10:00:00|2|
000001|202EES05|Chimie organique II|D3704|Multimédia|Classe de multimédia|2016-08-22|10:00:00|2016-12-18|12:00:00|3|
000002|202NYA05|Chimie générale : la matière|D3704|Multimédia|Classe de multimédia|2016-08-22|10:00:00|2016-12-19|12:00:00|4|
000002|202NYA05|Chimie générale : la matière|D3704|Multimédia|Classe de multimédia|2016-08-22|10:00:00|2016-12-19|11:00:00|1|
000204|202NYA05|Chimie générale : la matière|D3704|Multimédia|Classe de multimédia|2016-08-22|14:00:00|2016-12-18|15:00:00|5|
000205|202NYA05|Chimie générale : la matière|D3704|Multimédia|Classe de multimédia|2016-08-22|12:00:00|2016-12-19|14:00:00|1|
000002|202NYB05|Chimie des solutions|D3704|Multimédia|Classe de multimédia|2016-08-22|08:00:00|2016-12-19|10:00:00|1|
000002|202NYB05|Chimie des solutions|D3704|Multimédia|Classe de multimédia|2016-08-22|12:00:00|2016-12-19|13:00:00|3|
000003|203NYB05|Électricité et magnétisme|D3704|Multimédia|Classe de multimédia|2016-08-22|11:00:00|2016-12-19|12:00:00|1|
000009|203NYB05|Électricité et magnétisme|D3704|Multimédia|Classe de multimédia|2016-08-22|13:00:00|2016-12-19|14:00:00|3|
000001|310FEMMA|Interventions policières liées aux incendies et autres situations d'urgence|D3704|Multimédia|Classe de multimédia|2016-08-22|14:00:00|2016-12-19|16:00:00|1|
000003|101903MA|Le corps humain II|D3712|Multimédia|Classe de multimédia|2016-08-22|14:00:00|2016-12-19|17:00:00|3|
000001|310111MA|Introduction à la criminologie|D3712|Multimédia|Classe de multimédia|2016-08-22|08:00:00|2016-12-19|11:00:00|1|
000002|310111MA|Introduction à la criminologie|D3712|Multimédia|Classe de multimédia|2016-08-22|08:00:00|2016-12-19|11:00:00|5|
000003|310111MA|Introduction à la criminologie|D3712|Multimédia|Classe de multimédia|2016-08-22|13:00:00|2016-08-28|16:00:00|5|
000003|310111MA|Introduction à la criminologie|D3712|Multimédia|Classe de multimédia|2016-10-24|13:00:00|2016-10-30|16:00:00|5|
000003|310111MA|Introduction à la criminologie|D3712|Multimédia|Classe de multimédia|2016-10-31|13:00:00|2016-11-06|16:00:00|5|
000003|310111MA|Introduction à la criminologie|D3712|Multimédia|Classe de multimédia|2016-11-07|13:00:00|2016-11-13|16:00:00|5|
000003|310111MA|Introduction à la criminologie|D3712|Multimédia|Classe de multimédia|2016-11-14|13:00:00|2016-11-20|16:00:00|5|
000003|310111MA|Introduction à la criminologie|D3712|Multimédia|Classe de multimédia|2016-11-21|13:00:00|2016-11-27|16:00:00|5|
000003|310111MA|Introduction à la criminologie|D3712|Multimédia|Classe de multimédia|2016-11-28|13:00:00|2016-12-04|16:00:00|5|
000003|310111MA|Introduction à la criminologie|D3712|Multimédia|Classe de multimédia|2016-12-05|13:00:00|2016-12-11|16:00:00|5|
000003|310111MA|Introduction à la criminologie|D3712|Multimédia|Classe de multimédia|2016-12-12|13:00:00|2016-12-18|16:00:00|5|
000003|310111MA|Introduction à la criminologie|D3712|Multimédia|Classe de multimédia|2016-08-29|13:00:00|2016-09-04|16:00:00|5|
000003|310111MA|Introduction à la criminologie|D3712|Multimédia|Classe de multimédia|2016-09-05|13:00:00|2016-09-11|16:00:00|5|
000003|310111MA|Introduction à la criminologie|D3712|Multimédia|Classe de multimédia|2016-09-19|13:00:00|2016-09-25|16:00:00|5|
000003|310111MA|Introduction à la criminologie|D3712|Multimédia|Classe de multimédia|2016-09-26|13:00:00|2016-10-02|16:00:00|5|
000003|310111MA|Introduction à la criminologie|D3712|Multimédia|Classe de multimédia|2016-10-03|13:00:00|2016-10-09|16:00:00|5|
000003|310111MA|Introduction à la criminologie|D3712|Multimédia|Classe de multimédia|2016-10-10|13:00:00|2016-10-16|16:00:00|5|
000003|310111MA|Introduction à la criminologie|D3712|Multimédia|Classe de multimédia|2016-10-17|13:00:00|2016-10-23|16:00:00|5|
000003|310322MA|L'intervenant et le réseau adulte|D3712|Multimédia|Classe de multimédia|2016-08-22|12:00:00|2016-08-28|15:00:00|1|
000003|310322MA|L'intervenant et le réseau adulte|D3712|Multimédia|Classe de multimédia|2016-10-24|12:00:00|2016-10-30|15:00:00|1|
000003|310322MA|L'intervenant et le réseau adulte|D3712|Multimédia|Classe de multimédia|2016-10-31|12:00:00|2016-11-06|15:00:00|1|
000003|310322MA|L'intervenant et le réseau adulte|D3712|Multimédia|Classe de multimédia|2016-11-07|12:00:00|2016-11-13|15:00:00|1|
000003|310322MA|L'intervenant et le réseau adulte|D3712|Multimédia|Classe de multimédia|2016-11-14|12:00:00|2016-11-20|15:00:00|1|
000003|310322MA|L'intervenant et le réseau adulte|D3712|Multimédia|Classe de multimédia|2016-11-21|12:00:00|2016-11-27|15:00:00|1|
000003|310322MA|L'intervenant et le réseau adulte|D3712|Multimédia|Classe de multimédia|2016-11-28|12:00:00|2016-12-04|15:00:00|1|
000003|310322MA|L'intervenant et le réseau adulte|D3712|Multimédia|Classe de multimédia|2016-12-05|12:00:00|2016-12-11|15:00:00|1|
000003|310322MA|L'intervenant et le réseau adulte|D3712|Multimédia|Classe de multimédia|2016-12-12|12:00:00|2016-12-18|15:00:00|1|
000003|310322MA|L'intervenant et le réseau adulte|D3712|Multimédia|Classe de multimédia|2016-12-19|12:00:00|2016-12-25|15:00:00|1|
000003|310322MA|L'intervenant et le réseau adulte|D3712|Multimédia|Classe de multimédia|2016-08-29|12:00:00|2016-09-04|15:00:00|1|
000003|310322MA|L'intervenant et le réseau adulte|D3712|Multimédia|Classe de multimédia|2016-09-05|12:00:00|2016-09-11|15:00:00|1|
000003|310322MA|L'intervenant et le réseau adulte|D3712|Multimédia|Classe de multimédia|2016-09-12|12:00:00|2016-09-18|15:00:00|1|
000003|310322MA|L'intervenant et le réseau adulte|D3712|Multimédia|Classe de multimédia|2016-09-19|12:00:00|2016-09-25|15:00:00|1|
000003|310322MA|L'intervenant et le réseau adulte|D3712|Multimédia|Classe de multimédia|2016-09-26|12:00:00|2016-10-02|15:00:00|1|
000003|310322MA|L'intervenant et le réseau adulte|D3712|Multimédia|Classe de multimédia|2016-10-03|12:00:00|2016-10-09|15:00:00|1|
000003|310322MA|L'intervenant et le réseau adulte|D3712|Multimédia|Classe de multimédia|2016-10-10|12:00:00|2016-10-16|15:00:00|1|
000003|310322MA|L'intervenant et le réseau adulte|D3712|Multimédia|Classe de multimédia|2016-10-17|12:00:00|2016-10-23|15:00:00|1|
000002|310323MA|L'intervenant et le droit pénal|D3712|Multimédia|Classe de multimédia|2016-08-22|08:00:00|2016-12-19|12:00:00|4|
000003|310EEF03|Méthodes d'observation|D3712|Multimédia|Classe de multimédia|2016-08-22|14:00:00|2016-12-19|17:00:00|4|
000002|310EEVMA|Conduite préventive d'un véhicule|D3712|Multimédia|Classe de multimédia|2016-08-22|16:00:00|2016-12-19|18:00:00|1|
000007|310EEVMA|Conduite préventive d'un véhicule|D3712|Multimédia|Classe de multimédia|2016-08-22|14:00:00|2016-12-19|16:00:00|2|
000029|601101MQ|Écriture et littérature|D3712|Multimédia|Classe de multimédia|2016-08-22|08:00:00|2016-12-19|10:00:00|2|
000030|601101MQ|Écriture et littérature|D3712|Multimédia|Classe de multimédia|2016-08-22|11:00:00|2016-12-19|13:00:00|5|
000038|601101MQ|Écriture et littérature|D3712|Multimédia|Classe de multimédia|2016-08-22|12:00:00|2016-12-19|14:00:00|3|
000039|601101MQ|Écriture et littérature|D3712|Multimédia|Classe de multimédia|2016-08-22|10:00:00|2016-12-19|12:00:00|2|
000029|601103MQ|Littérature québécoise|D3712|Multimédia|Classe de multimédia|2016-08-22|08:00:00|2016-12-19|10:00:00|3|
000032|601103MQ|Littérature québécoise|D3712|Multimédia|Classe de multimédia|2016-08-22|10:00:00|2016-12-19|12:00:00|3|
000001|420C41MA|Matériel et système d'exploitation client I|D3735|RÉSEAU (INF)|Laboratoire|2016-08-22|09:00:00|2016-12-19|12:00:00|2|
000002|420C41MA|Matériel et système d'exploitation client I|D3735|RÉSEAU (INF)|Laboratoire|2016-08-22|15:00:00|2016-12-19|18:00:00|1|
000002|420C41MA|Matériel et système d'exploitation client I|D3735|RÉSEAU (INF)|Laboratoire|2016-08-22|08:00:00|2016-12-19|11:00:00|3|
000003|420C41MA|Matériel et système d'exploitation client I|D3735|RÉSEAU (INF)|Laboratoire|2016-08-22|09:00:00|2016-12-19|12:00:00|4|
000003|420C41MA|Matériel et système d'exploitation client I|D3735|RÉSEAU (INF)|Laboratoire|2016-08-22|11:00:00|2016-12-19|14:00:00|1|
000001|420D43MA|Réseaux informatiques|D3735|RÉSEAU (INF)|Laboratoire|2016-08-22|12:00:00|2016-12-19|15:00:00|3|
000001|420D43MA|Réseaux informatiques|D3735|RÉSEAU (INF)|Laboratoire|2016-08-22|08:00:00|2016-12-19|10:00:00|5|
000001|420R21MA|Protocoles Internet|D3735|RÉSEAU (INF)|Laboratoire|2016-08-22|08:00:00|2016-12-19|11:00:00|1|
000001|420R21MA|Protocoles Internet|D3735|RÉSEAU (INF)|Laboratoire|2016-08-22|15:00:00|2016-12-19|18:00:00|3|
000001|420R44MA|Système d'exploitation libre|D3735|RÉSEAU (INF)|Laboratoire|2016-08-22|14:00:00|2016-12-19|18:00:00|2|
000001|420R45MA|Optimisation d'un système d'exploitatiion|D3735|RÉSEAU (INF)|Laboratoire|2016-08-22|10:00:00|2016-12-19|14:00:00|5|
000002|420141MA|Initiation à la programmation|D3737|INFO|Laboratoire|2016-08-22|16:00:00|2016-12-19|18:00:00|5|
000001|420D13MA|Programmation objet et patrons de conception|D3737|INFO|Laboratoire|2016-08-22|13:00:00|2016-12-19|15:00:00|3|
000001|420D61MA|Programmation objet et structures de données|D3737|INFO|Laboratoire|2016-08-22|14:00:00|2016-12-19|17:00:00|2|
000001|420D61MA|Programmation objet et structures de données|D3737|INFO|Laboratoire|2016-08-22|14:00:00|2016-12-19|17:00:00|4|
000001|420D62MA|Exploitation de base de données|D3737|INFO|Laboratoire|2016-08-22|10:00:00|2016-12-19|12:00:00|2|
000001|420D62MA|Exploitation de base de données|D3737|INFO|Laboratoire|2016-08-22|11:00:00|2016-12-19|14:00:00|5|
000001|420D71MA|Programmation Web I - introduction|D3737|INFO|Laboratoire|2016-08-22|14:00:00|2016-12-19|17:00:00|1|
000001|420R52MA|Programmation II|D3737|INFO|Laboratoire|2016-08-22|08:00:00|2016-12-19|11:00:00|1|
000001|420R52MA|Programmation II|D3737|INFO|Laboratoire|2016-08-22|08:00:00|2016-12-19|11:00:00|3|
000003|420SCAMA|Introduction à la programmation|D3737|INFO|Laboratoire|2016-08-22|08:00:00|2016-12-19|10:00:00|2|
000091|420SCAMA|Introduction à la programmation|D3737|INFO|Laboratoire|2016-08-22|11:00:00|2016-12-19|14:00:00|1|
000092|420SCAMA|Introduction à la programmation|D3737|INFO|Laboratoire|2016-08-22|09:00:00|2016-12-19|12:00:00|4|
000001|420SCCMA|Conception et développement de programmes dans un environnement graphique|D3737|INFO|Laboratoire|2016-08-22|14:00:00|2016-12-19|16:00:00|5|
000001|420SCCMA|Conception et développement de programmes dans un environnement graphique|D3737|INFO|Laboratoire|2016-08-22|15:00:00|2016-12-19|18:00:00|3|
000002|420SCCMA|Conception et développement de programmes dans un environnement graphique|D3737|INFO|Laboratoire|2016-08-22|08:00:00|2016-08-28|11:00:00|5|
000002|420SCCMA|Conception et développement de programmes dans un environnement graphique|D3737|INFO|Laboratoire|2016-10-24|08:00:00|2016-10-30|11:00:00|5|
000002|420SCCMA|Conception et développement de programmes dans un environnement graphique|D3737|INFO|Laboratoire|2016-10-31|08:00:00|2016-11-06|11:00:00|5|
000002|420SCCMA|Conception et développement de programmes dans un environnement graphique|D3737|INFO|Laboratoire|2016-11-07|08:00:00|2016-11-13|11:00:00|5|
000002|420SCCMA|Conception et développement de programmes dans un environnement graphique|D3737|INFO|Laboratoire|2016-11-14|08:00:00|2016-11-20|11:00:00|5|
000002|420SCCMA|Conception et développement de programmes dans un environnement graphique|D3737|INFO|Laboratoire|2016-11-21|08:00:00|2016-11-27|11:00:00|5|
000002|420SCCMA|Conception et développement de programmes dans un environnement graphique|D3737|INFO|Laboratoire|2016-11-28|08:00:00|2016-12-04|11:00:00|5|
000002|420SCCMA|Conception et développement de programmes dans un environnement graphique|D3737|INFO|Laboratoire|2016-12-05|08:00:00|2016-12-11|11:00:00|5|
000002|420SCCMA|Conception et développement de programmes dans un environnement graphique|D3737|INFO|Laboratoire|2016-12-12|08:00:00|2016-12-18|11:00:00|5|
000002|420SCCMA|Conception et développement de programmes dans un environnement graphique|D3737|INFO|Laboratoire|2016-08-29|08:00:00|2016-09-04|11:00:00|5|
000002|420SCCMA|Conception et développement de programmes dans un environnement graphique|D3737|INFO|Laboratoire|2016-09-05|08:00:00|2016-09-11|11:00:00|5|
000002|420SCCMA|Conception et développement de programmes dans un environnement graphique|D3737|INFO|Laboratoire|2016-09-12|08:00:00|2016-09-18|11:00:00|5|
000002|420SCCMA|Conception et développement de programmes dans un environnement graphique|D3737|INFO|Laboratoire|2016-09-19|08:00:00|2016-09-25|11:00:00|5|
000002|420SCCMA|Conception et développement de programmes dans un environnement graphique|D3737|INFO|Laboratoire|2016-09-26|08:00:00|2016-10-02|11:00:00|5|
000002|420SCCMA|Conception et développement de programmes dans un environnement graphique|D3737|INFO|Laboratoire|2016-10-03|08:00:00|2016-10-09|11:00:00|5|
000002|420SCCMA|Conception et développement de programmes dans un environnement graphique|D3737|INFO|Laboratoire|2016-10-10|08:00:00|2016-10-16|11:00:00|5|
000002|420SCCMA|Conception et développement de programmes dans un environnement graphique|D3737|INFO|Laboratoire|2016-10-17|08:00:00|2016-10-23|11:00:00|5|
000001|420C41MA|Matériel et système d'exploitation client I|D3739|RÉSEAU (INF)|Laboratoire|2016-08-22|12:00:00|2016-12-19|15:00:00|5|
000001|420R22MA|Serveurs et réseau|D3739|RÉSEAU (INF)|Laboratoire|2016-08-22|15:00:00|2016-12-19|18:00:00|1|
000001|420R22MA|Serveurs et réseau|D3739|RÉSEAU (INF)|Laboratoire|2016-08-22|08:00:00|2016-12-19|11:00:00|3|
000001|420R24MA|Services Internet|D3739|RÉSEAU (INF)|Laboratoire|2016-08-22|15:00:00|2016-12-19|18:00:00|5|
000001|420R24MA|Services Internet|D3739|RÉSEAU (INF)|Laboratoire|2016-08-22|14:00:00|2016-12-19|17:00:00|3|
000001|420R61MA|Infrastructure réseau I|D3739|RÉSEAU (INF)|Laboratoire|2016-08-22|14:00:00|2016-12-19|18:00:00|2|
000001|420R62MA|Introduction à la sécurité informatique|D3739|RÉSEAU (INF)|Laboratoire|2016-08-22|08:00:00|2016-12-19|11:00:00|5|
000001|420R64MA|Infrastructures réseau III|D3739|RÉSEAU (INF)|Laboratoire|2016-08-22|08:00:00|2016-12-19|12:00:00|4|
000001|420R66MA|Sécurité avancée d'un réseau informatique|D3739|RÉSEAU (INF)|Laboratoire|2016-08-22|14:00:00|2016-12-19|17:00:00|4|
000001|420R66MA|Sécurité avancée d'un réseau informatique|D3739|RÉSEAU (INF)|Laboratoire|2016-08-22|12:00:00|2016-12-19|15:00:00|1|
000001|420R67MA|Gestion et supervision d'un réseau informatique I|D3739|RÉSEAU (INF)|Laboratoire|2016-08-22|09:00:00|2016-12-19|12:00:00|2|
000001|420D11MA|Introduction à la programmation|D3741|INFO|Laboratoire|2016-08-22|12:00:00|2016-12-19|15:00:00|3|
000001|420D11MA|Introduction à la programmation|D3741|INFO|Laboratoire|2016-08-22|08:00:00|2016-08-28|11:00:00|1|
000001|420D11MA|Introduction à la programmation|D3741|INFO|Laboratoire|2016-10-24|08:00:00|2016-10-30|11:00:00|1|
000001|420D11MA|Introduction à la programmation|D3741|INFO|Laboratoire|2016-10-31|08:00:00|2016-11-06|11:00:00|1|
000001|420D11MA|Introduction à la programmation|D3741|INFO|Laboratoire|2016-11-07|08:00:00|2016-11-13|11:00:00|1|
000001|420D11MA|Introduction à la programmation|D3741|INFO|Laboratoire|2016-11-14|08:00:00|2016-11-20|11:00:00|1|
000001|420D11MA|Introduction à la programmation|D3741|INFO|Laboratoire|2016-11-21|08:00:00|2016-11-27|11:00:00|1|
000001|420D11MA|Introduction à la programmation|D3741|INFO|Laboratoire|2016-11-28|08:00:00|2016-12-04|11:00:00|1|
000001|420D11MA|Introduction à la programmation|D3741|INFO|Laboratoire|2016-12-05|08:00:00|2016-12-11|11:00:00|1|
000001|420D11MA|Introduction à la programmation|D3741|INFO|Laboratoire|2016-12-12|08:00:00|2016-12-18|11:00:00|1|
000001|420D11MA|Introduction à la programmation|D3741|INFO|Laboratoire|2016-12-19|08:00:00|2016-12-25|11:00:00|1|
000001|420D11MA|Introduction à la programmation|D3741|INFO|Laboratoire|2016-08-29|08:00:00|2016-09-04|11:00:00|1|
000001|420D11MA|Introduction à la programmation|D3741|INFO|Laboratoire|2016-09-05|08:00:00|2016-09-11|11:00:00|1|
000001|420D11MA|Introduction à la programmation|D3741|INFO|Laboratoire|2016-09-12|08:00:00|2016-09-18|11:00:00|1|
000001|420D11MA|Introduction à la programmation|D3741|INFO|Laboratoire|2016-09-19|08:00:00|2016-09-25|11:00:00|1|
000001|420D11MA|Introduction à la programmation|D3741|INFO|Laboratoire|2016-10-03|08:00:00|2016-10-09|11:00:00|1|
000001|420D11MA|Introduction à la programmation|D3741|INFO|Laboratoire|2016-10-10|08:00:00|2016-10-16|11:00:00|1|
000001|420D11MA|Introduction à la programmation|D3741|INFO|Laboratoire|2016-10-17|08:00:00|2016-10-23|11:00:00|1|
000002|420D11MA|Introduction à la programmation|D3741|INFO|Laboratoire|2016-08-22|14:00:00|2016-12-19|17:00:00|2|
000002|420D11MA|Introduction à la programmation|D3741|INFO|Laboratoire|2016-08-22|08:00:00|2016-08-28|11:00:00|5|
000002|420D11MA|Introduction à la programmation|D3741|INFO|Laboratoire|2016-10-24|08:00:00|2016-10-30|11:00:00|5|
000002|420D11MA|Introduction à la programmation|D3741|INFO|Laboratoire|2016-10-31|08:00:00|2016-11-06|11:00:00|5|
000002|420D11MA|Introduction à la programmation|D3741|INFO|Laboratoire|2016-11-07|08:00:00|2016-11-13|11:00:00|5|
000002|420D11MA|Introduction à la programmation|D3741|INFO|Laboratoire|2016-11-14|08:00:00|2016-11-20|11:00:00|5|
000002|420D11MA|Introduction à la programmation|D3741|INFO|Laboratoire|2016-11-21|08:00:00|2016-11-27|11:00:00|5|
000002|420D11MA|Introduction à la programmation|D3741|INFO|Laboratoire|2016-11-28|08:00:00|2016-12-04|11:00:00|5|
000002|420D11MA|Introduction à la programmation|D3741|INFO|Laboratoire|2016-12-05|08:00:00|2016-12-11|11:00:00|5|
000002|420D11MA|Introduction à la programmation|D3741|INFO|Laboratoire|2016-12-12|08:00:00|2016-12-18|11:00:00|5|
000002|420D11MA|Introduction à la programmation|D3741|INFO|Laboratoire|2016-08-29|08:00:00|2016-09-04|11:00:00|5|
000002|420D11MA|Introduction à la programmation|D3741|INFO|Laboratoire|2016-09-05|08:00:00|2016-09-11|11:00:00|5|
000002|420D11MA|Introduction à la programmation|D3741|INFO|Laboratoire|2016-09-12|08:00:00|2016-09-18|11:00:00|5|
000002|420D11MA|Introduction à la programmation|D3741|INFO|Laboratoire|2016-09-26|08:00:00|2016-10-02|11:00:00|5|
000002|420D11MA|Introduction à la programmation|D3741|INFO|Laboratoire|2016-10-03|08:00:00|2016-10-09|11:00:00|5|
000002|420D11MA|Introduction à la programmation|D3741|INFO|Laboratoire|2016-10-10|08:00:00|2016-10-16|11:00:00|5|
000002|420D11MA|Introduction à la programmation|D3741|INFO|Laboratoire|2016-10-17|08:00:00|2016-10-23|11:00:00|5|
000001|420D53MA|Génie logiciel II|D3741|INFO|Laboratoire|2016-08-22|11:00:00|2016-12-19|14:00:00|1|
000001|420D53MA|Génie logiciel II|D3741|INFO|Laboratoire|2016-08-22|15:00:00|2016-12-19|18:00:00|3|
000001|420D71MA|Programmation Web I - introduction|D3741|INFO|Laboratoire|2016-08-22|10:00:00|2016-12-19|12:00:00|4|
000001|420D73MA|Programmation Web III - technologies et prospective|D3741|INFO|Laboratoire|2016-08-22|09:00:00|2016-12-19|12:00:00|3|
000001|420D73MA|Programmation Web III - technologies et prospective|D3741|INFO|Laboratoire|2016-08-22|11:00:00|2016-12-19|14:00:00|5|
000001|420D74MA|Programmation mobile|D3741|INFO|Laboratoire|2016-08-22|15:00:00|2016-12-19|18:00:00|1|
000001|420D74MA|Programmation mobile|D3741|INFO|Laboratoire|2016-08-22|14:00:00|2016-12-19|17:00:00|4|
000003|420SCAMA|Introduction à la programmation|D3741|INFO|Laboratoire|2016-08-22|14:00:00|2016-12-19|17:00:00|5|
000091|420SCAMA|Introduction à la programmation|D3741|INFO|Laboratoire|2016-08-22|08:00:00|2016-12-19|10:00:00|4|
000092|420SCAMA|Introduction à la programmation|D3741|INFO|Laboratoire|2016-08-22|10:00:00|2016-12-19|12:00:00|2|
000002|420SCCMA|Conception et développement de programmes dans un environnement graphique|D3741|INFO|Laboratoire|2016-08-22|08:00:00|2016-08-28|10:00:00|2|
